"num_pagto_nob";"Nº do Pagamento Formatado";"RazaoSocialCredorPagamento";"Data do Pagamento";"val_pagto_nob";"Pagamento_Efetivado";"val_GCV";"Objeto";"num_empenho";"num_codigo_exec"
"2130100012200004402";"21301.0001.22.0000440-2";"TRINCA ESPORTES LTDA";"02/03/2022 00:00:00";"1990,00";"Sim";"";"PAGTO NF 6355 - AFM - 21.600.00270/2021 - MATERIAL ESPORTIVO 069.1469.2021.0003786-11";"2130100012100014493";"2021.3.21.21301.308.5793.500113.5"
"2130100012200004380";"21301.0001.22.0000438-0";"TRINCA ESPORTES LTDA";"02/03/2022 00:00:00";"1500,00";"Sim";"";"VLR REF EMPRESA TRINCA ESPORTES LTDA CF NF 6326 CF PROC 069.14692021.0003597-49";"2130100012100014620";"2021.3.21.21301.308.5793.500113.5"
"2130100012200004410";"21301.0001.22.0000441-0";"TRINCA ESPORTES LTDA";"02/03/2022 00:00:00";"1730,40";"Sim";"";"PAGTO NF 6351 - AFM - 21.600.00247/2021 - MATERIAL ESPORTIVO 069.1465.2021.0000834-69";"2130100012100014272";"2021.3.21.21301.308.5793.500113.5"
"2130100012200004364";"21301.0001.22.0000436-4";"TRINCA ESPORTES LTDA";"02/03/2022 00:00:00";"1890,00";"Sim";"";"VLR REF EMPRESA TRINCA ESPORTES LTDA CF NF 6324 CF PROC 069.14692021.0003597-49";"2130100012100013861";"2021.3.21.21301.308.5793.500113.5"
"2130100012100026167";"21301.0001.21.0002616-7";"NADIA CORREIA DE ALMEIDA";"06/12/2021 00:00:00";"7553,00";"Sim";"";"Pagamento referente ao aditivo do Contrato nº014/2021 - Aquisição de Material Esportivo para Distribuição Gratuita (Padrão). AFM - 21.600.00272/2021, processo:1972-34 .";"2130100012100012891";"2021.3.21.21301.308.5793.500113.5"
"1010100012500017960";"10101.0001.25.0001796-0";"LIUGONG LATIN AMERICA MAQUINAS PARA CONSTRUCAO PESADA LTDA.";"13/08/2025 00:00:00";"728979,59";"Sim";"";"DESPESA REFERENTE A AQUISIÇÃO DE 05 MOTONIVELADORAS. MÊS 06/2025 NF: 4157 PROC: 932-23";"1010100012500005667";"2025.3.10.10101.417.7385.500123.5"
"1010100012500017979";"10101.0001.25.0001797-9";"BAHIA SECRETARIA DA FAZENDA";"13/08/2025 00:00:00";"46530,61";"Sim";"";"DESPESA REFERENTE A AQUISIÇÃO DE 05 MOTONIVELADORAS. MÊS 06/2025 NF: 4157 PROC: 932-23";"1010100012500005667";"2025.3.10.10101.417.7385.500123.5"
"1010100012500028229";"10101.0001.25.0002822-9";"YANMAR SOUTH AMÉRICA INDÚSTRIA DE MÁQUINAS LTDA";"19/11/2025 00:00:00";"73489,80";"Sim";"";"Aquisição de 18 tratores agrícolas de 85 CV, NF: 225.992-226.016-226.018-226.019-226.020-226.021-226.022-226.023-226.024-226.025-226.026-226.027-226.028-.226.029-226.030-226.031-226.032-226.033, Proc. 010.2391.2025.0000986-16.";"1010100012500006612";"2025.3.10.10101.417.7385.500123.5"
"1960100031900076031";"19601.0003.19.0007603-1";"COMERCIO DE MATERIAIS MEDICOS HOPITALARES MACROSUL LTDA";"10/10/2019 00:00:00";"40510,00";"Sim";"";"Processo 11721-99/2019, AFM 275/2019, NF 99496, aquisição de eletrocardiógrafo, portátil, cumprindo Emendas Estaduais Impositivas 2019.";"1960100031900037901";"2019.3.19.19601.200.5607.500080.5"
"1960100032400120061";"19601.0003.24.0012006-1";"DENTEMED EQUIPAMENTOS ODONTOLOGICOS LTDA ME";"26/08/2024 00:00:00";"759,78";"Sim";"";"Despesa com aquisição de FOTOPOLIMERIZADOR, conforme AFM nº 253/2024, NFS: 17774 E 18412 , processo 019.4975.2024.0036129-49.";"1960100032400021924";"2024.3.19.19601.436.5607.500051.5"
"1960100032500027718";"19601.0003.25.0002771-8";"CIRURGICA IZAMED LTDA";"14/03/2025 00:00:00";"3914,50";"Sim";"";"Despesa com aquisição de DESTILADOR e SELADORA, conforme AFM nº 443/2024, processo 019.5050.2023.0168706-29. NF 7121.
IR 17009.";"1960100032400040201";"2024.3.19.19601.436.5607.500051.5"
"1960100032400197145";"19601.0003.24.0019714-5";"MF MEDICAL EIRELI";"26/12/2024 00:00:00";"264000,00";"Sim";"";"Despesa com aquisição de ENDOSCOPIO, flexivel, conforme AFM nº 19.004.00870/2024, Emenda Parlamentar 500028, processo
019.4975.2024.0149680-14.NF 1283.";"1960100032400078608";"2024.3.19.19601.436.5607.500051.5"
"1960100032400053798";"19601.0003.24.0005379-8";"MOURA PORTO INDUSTRIA DE MOVEIS E COMERCIO ESPECIALIZADO LTDA";"29/04/2024 00:00:00";"736,00";"Sim";"";"Despesa com aquisição de NEGATOSCOPIO, conforme AFM nº 233/2024, Emenda Parlamentar 500112, NF 1755, processo 019.4975.2024.0036134-14.";"1960100032400019611";"2024.3.19.19601.436.5607.500051.5"
"1960100032500023283";"19601.0003.25.0002328-3";"LEISTUNG EQUIPAMENTOS LTDA";"26/02/2025 00:00:00";"324000,00";"Sim";"";"Aquisição de Ventilador pulmonar conforme ct n° 046/2024, afm n° 19.004.00755/2024, processo sei n° 019.4975.2024.0102729-11.
NF 35397";"1960100032400094085";"2024.3.19.19601.436.5607.500051.5"
"1960100032400084502";"19601.0003.24.0008450-2";"PIETRA ODONTO IMPORTAÇÃO E DISTRIBUIDORA LTDA";"26/06/2024 00:00:00";"400,00";"Sim";"";"Aquisição de Amalgamador uso odonto conforme afm n° 415/2024, NF 3232 , processo sei n° 019.5050.2023.0185447-37";"1960100032400034554";"2024.3.19.19601.436.5607.500051.5"
"1960100032400178612";"19601.0003.24.0017861-2";"F.I. COMERCIO EM GERAL LTDA";"03/12/2024 00:00:00";"10625,30";"Sim";"";"Aquisição de Condicionador de ar conforme afm n° 19.004.01015/2024, NF 13729,
processo sei n° 019.4975.2024.0191158-18";"1960100032400094298";"2024.3.19.19601.436.5607.500051.5"
"1960100032500012801";"19601.0003.25.0001280-1";"OKEY-MED DISTRIBUIDORA DE MEDICAMENTOS HOSPITALARES ODONTOLOGICOS IMPORTACOES E EXPORTACOES LTDA";"11/02/2025 00:00:00";"700,00";"Sim";"";"Aquisição de Carro para transporte conforme afm 1900401083/2024, NF 76674, processo sei n° 019.4975.2024.0208612-69";"1960100032400102851";"2024.3.19.19601.436.5607.500051.5"
"1960100032400171707";"19601.0003.24.0017170-7";"SUANE MOVEIS PARA ESCRITORIO E SERVICOS LTDA";"22/11/2024 00:00:00";"5288,00";"Sim";"";"Processo 019.4975.2024.0167068-15, NF 1495, AFM 934/2024, aquisição de mesa de trabalho, dimensão 1200 x 600 x 740 mm.";"1960100032400085604";"2024.3.19.19601.436.5607.500051.5"
"1960100032400166851";"19601.0003.24.0016685-1";"PHOENIX IND COM EQUIP CIENTIFICOS LTDA";"13/11/2024 00:00:00";"224800,00";"Sim";"";"Despesa com aquisição de AUTOCLAVE, hospitalar, conforme AFM nº 19.004.00858/2024, Emenda Parlamentar 500051, NF 45734, processo 019.4975.2024.0148942-15.";"1960100032400075641";"2024.3.19.19601.436.5607.500051.5"
"1960100032500012753";"19601.0003.25.0001275-3";"M M X EMPREENDIMENTOS E SERVICOS LTDA";"11/02/2025 00:00:00";"6691,20";"Sim";"";"Aquisição de Amalgamador uso odontologico conforme afm n° 19.004.00860/2024, processo sei n°019.4975.2024.0149759-91
NF 390. IR 17009.";"1960100032400075293";"2024.3.19.19601.436.5607.500051.5"
"1960100032500023984";"19601.0003.25.0002398-4";"PROMEDI DISTRIBUIDORA DE EQUIPAMENTOS HOSPITALARES LTDA";"27/02/2025 00:00:00";"85,22";"Sim";"";"Aquisição de Aparelho de tens e fes portatil conforme afm n° 19.004.01118/2024, processo sei n° 019.4975.2024.0215913-11.
NF 16515. IR 17099";"1960100032400108485";"2024.3.19.19601.436.5607.500051.5"
"2130100012500051106";"21301.0001.25.0005110-6";"GGS INDUSTRIA, COMERCIO E SERVIÇOS LTDA";"18/09/2025 00:00:00";"98795,77";"Sim";"";"Pagamento da nota fiscal nº 20400, referente ao Contrato nº028/2025, tendo como objeto Aquisição de Material Esportivo Diversos, com recursos da Emenda Estadual de autoria do Deputado Patrick Lopes, AFM nº 21.600.00221/2025.
processo;069.1465.2025.0004706-36";"2130100012500036944";"2025.3.21.21301.414.5793.500138.5"
"2130100012500051114";"21301.0001.25.0005111-4";"BAHIA SECRETARIA DA FAZENDA";"18/09/2025 00:00:00";"1204,23";"Sim";"";"Pagamento da nota fiscal nº 20400, referente ao Contrato nº028/2025, tendo como objeto Aquisição de Material Esportivo Diversos, com recursos da Emenda Estadual de autoria do Deputado Patrick Lopes, AFM nº 21.600.00221/2025.
processo;069.1465.2025.0004706-36";"2130100012500036944";"2025.3.21.21301.414.5793.500138.5"
"1110100911900013540";"11101.0091.19.0001354-0";"PREFEITURA MUNICIPAL DE FEIRA DE SANTANA";"11/06/2019 00:00:00";"112,62";"Sim";"";"/Referente ao Boletim de Medição 2º (Final), Manutenção Civil no Colégio Estadual Edith Machado Boaventura no municipal de Feira de Santana - Bahia , Período de 19/01/2019 a 17/02/2019 = Cont. nº 0099/2018";"1110100911800007994";"2018.3.11.11101.212.7528.500001.5"
"1110100911900007801";"11101.0091.19.0000780-1";"PREFEITURA MUNICIPAL DE FEIRA DE SANTANA";"18/03/2019 00:00:00";"1981,73";"Sim";"";"PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA, NO COL. EST. EDITH MACHADO BOAVENTURA, MUNICIPIO DE FEIRA DE SANTANA, PERIODO DE 20/12/2018 A 18/01/2019, RELATIVO AO TERMO DE ADESÃO Nº0099/2018, PROC. SEI Nº2019.0007167-59, NF 10.";"1110100911800007994";"2018.3.11.11101.212.7528.500001.5"
"1110100911900013532";"11101.0091.19.0001353-2";"BELA VISTA CONSTRUTORA EIRELI";"11/06/2019 00:00:00";"5518,46";"Sim";"";"/Referente ao Boletim de Medição 2º (Final), Manutenção Civil no Colégio Estadual Edith Machado Boaventura no municipal de Feira de Santana - Bahia , Período de 19/01/2019 a 17/02/2019 = Cont. nº 0099/2018";"1110100911800007994";"2018.3.11.11101.212.7528.500001.5"
"1110100911900007796";"11101.0091.19.0000779-6";"BELA VISTA CONSTRUTORA EIRELI";"18/03/2019 00:00:00";"37652,83";"Sim";"";"PAGAMENTO REFERENTE A PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA, NO COL. EST. EDITH MACHADO BOAVENTURA, MUNICIPIO DE FEIRA DE SANTANA, PERIODO DE 20/12/2018 A 18/01/2019, RELATIVO AO TERMO DE ADESÃO Nº0099/2018, PROC. SEI Nº2019.0007167-59, NF 10.";"1110100911800007994";"2018.3.11.11101.212.7528.500001.5"
"1840100011700041861";"18401.0001.17.0004186-1";"CNH INDUSTRIAL BRASIL LTDA.";"13/07/2017 00:00:00";"70000,00";"Sim";"";"Aquisição de 60 tratores agrícolas, ct 089/2017, diversas NFs";"1840100011700029408";"2017.3.18.18401.206.1399.500075.5"
"1840100011700041721";"18401.0001.17.0004172-1";"CNH INDUSTRIAL BRASIL LTDA.";"13/07/2017 00:00:00";"84347,53";"Sim";"";"Aquisição de 50 tratores agrícolas, ct 068/2017, diversas NFs";"1840100011700029033";"2017.3.18.18401.206.1399.500075.5"
"1840100011700041711";"18401.0001.17.0004171-1";"CNH INDUSTRIAL BRASIL LTDA.";"13/07/2017 00:00:00";"84347,53";"Sim";"";"Aquisição de 50 tratores agrícolas, ct 068/2017, diversas NFs";"1840100011700029025";"2017.3.18.18401.206.1399.500075.5"
"1840100011700041878";"18401.0001.17.0004187-8";"CNH INDUSTRIAL BRASIL LTDA.";"13/07/2017 00:00:00";"98000,00";"Sim";"";"Aquisição de 60 tratores agrícolas, ct 089/2017, diversas NFs";"1840100011700028096";"2017.3.18.18401.206.1399.500075.5"
"1960100031800039298";"19601.0003.18.0003929-8";"Manupa Comercio de Equipamentos e Ferramentas LTDA";"10/05/2018 00:00:00";"133495,00";"Sim";"";"processo 181028/18 nfs. 2782 e 2793 1º Lote Afm. 1446/17 Ambulâncias";"1960100031800004547";"2018.3.19.19601.200.1099.500047.5"
"1960100031800039697";"19601.0003.18.0003969-7";"Manupa Comercio de Equipamentos e Ferramentas LTDA";"11/05/2018 00:00:00";"133495,00";"Sim";"";"processo 181060/18 nfs. 2857, 2856 Afm. 1446/17 Ambulâncias";"1960100031800004547";"2018.3.19.19601.200.1099.500047.5"
"1130300012200066262";"11303.0001.22.0006626-2";"Júlio César Andrade Silv";"20/12/2022 00:00:00";"7554,16";"Sim";"";"PROC. SEI Nº: 071.3290.2022.0015961-04;
NF.: 202200000000007;
Pagamento referente a Contratação de serviços de desenvolvimento de site AERI APS 11.630.00221/2022";"1130300012200030442";"2022.3.11.11303.306.6958.500098.5"
"1130300012200066289";"11303.0001.22.0006628-9";"BAHIA SECRETARIA DA FAZENDA";"20/12/2022 00:00:00";"1666,25";"Sim";"";"PROC. SEI Nº: 071.3290.2022.0015961-04;
NF.: 202200000000007;
Pagamento referente a Contratação de serviços de desenvolvimento de site AERI APS 11.630.00221/2022";"1130300012200030442";"2022.3.11.11303.306.6958.500098.5"
"1130300012300001221";"11303.0001.23.0000122-1";"Secretaria da Receita Federal do Brasil";"20/01/2023 00:00:00";"779,59";"Sim";"";"PROC. SEI Nº: 071.3290.2022.0015961-04;
NF.: 202200000000007;
Pagamento referente a Contratação de serviços de desenvolvimento de site AERI APS 11.630.00221/2022";"1130300012200030442";"2022.3.11.11303.306.6958.500098.5"
"1110100382400017857";"11101.0038.24.0001785-7";"IVG BRASIL LTDA";"04/10/2024 00:00:00";"797000,00";"Sim";"";"Aquisição de ônibus rural escolar, transmissão mecânica, contrato 059/2024, diversas NFs, processo SEI 011.5618.2024.0081901-15";"1110100382400005873";"2024.3.11.11101.422.2984.500024.5"
"1960100032200025912";"19601.0003.22.0002591-2";"MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA";"30/03/2022 00:00:00";"80000,00";"Sim";"";"Aquisição de VEICULO, tipo furgao/van, conforme AFM nº 1484/2021, CT 156/2021, NF"s 1971, processo 019.4975.2021.0135768-61";"1960100032100112272";"2021.3.19.19601.313.1099.500066.5"
"1960100032100115011";"19601.0003.21.0011501-1";"MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA";"07/12/2021 00:00:00";"205000,00";"Sim";"";"Processo 019.4975.2021.0109149-01, NF 1.220 , AFM 01301/2021, aquisição de veículo, Tipo Furgão/Van, adaptado para Ambulância de Transporte Tipo A.";"1960100032100101688";"2021.3.19.19601.313.1099.500066.5"
"1960100032200000995";"19601.0003.22.0000099-5";"MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA";"19/01/2022 00:00:00";"410000,00";"Sim";"";"Aquisição de Ambulância, tipo furgão/van, proc. 019.4975.2021.0110917-80, AFM 1359/21, NFS: 1516, 1514.";"1960100032100104776";"2021.3.19.19601.313.1099.500066.5"
"1960100032200007825";"19601.0003.22.0000782-5";"MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA";"10/02/2022 00:00:00";"205000,00";"Sim";"";"Processo 019.4975.2021.0131979-25, NF 1702, AFM nº 1452/2021, PE 395/2021, CT 155/2021, aquisição de veículo, tipo furgão/van, adaptado para ambulância de transporte tipo A.";"1960100032100110024";"2021.3.19.19601.313.1099.500066.5"
"1840100011700041789";"18401.0001.17.0004178-9";"CNH INDUSTRIAL BRASIL LTDA.";"13/07/2017 00:00:00";"80000,00";"Sim";"";"Aquisição de 60 tratores agrícolas, ct 089/2017, diversas NFs";"1840100011700029361";"2017.3.18.18401.206.1399.500067.5"
"1840100011700075640";"18401.0001.17.0007564-0";"BANDEIRANTES MAQUINAS E EQUIPAM. S/A";"07/11/2017 00:00:00";"14500,00";"Sim";"";"Pgto parcial compra de máquina retroescavadeira, NF 40943";"1840100011700068888";"2017.3.18.18401.206.1399.500067.5"
"1840100011700075543";"18401.0001.17.0007554-3";"CHIUMENTO E CIA LTDA EPP";"07/11/2017 00:00:00";"25098,14";"Sim";"";"Pgto parcial compra de carreta agricola em madeira de lei, NF 763";"1840100011700030775";"2017.3.18.18401.206.1399.500067.5"
"1840100011700094599";"18401.0001.17.0009459-9";"CHIUMENTO E CIA LTDA EPP";"21/12/2017 00:00:00";"160000,00";"Sim";"";"Pgto parcial referente a aquisição de carreta tanque agricola, NFs 779,781,778,780";"1840100011700030627";"2017.3.18.18401.206.1399.500067.5"
"3410100022500002356";"34101.0002.25.0000235-6";"ASSOCIACAO COMUNITARIA CULTURAL DA CONCEICAO II ADJACENCIA";"09/12/2025 00:00:00";"40000,00";"Sim";"";"Emenda Parlamentar Impositiva nº 3011 + 3013 - ASSOCIAÇÃO COMUNITÁRIA E CULTURAL DA CONCEIÇÃO 2 - Dep.
Robinson Almeida";"3410100022500004071";"2025.3.34.34101.430.5558.500112.5"
"3410100022500002429";"34101.0002.25.0000242-9";"ASSOCIACAO DOS PRODUTORES RURAIS DA COMUNIDADE DO JACARANDA";"12/12/2025 00:00:00";"55000,00";"Sim";"";"Execução da Emenda Parlamentar Impositiva nº 3008, Ofício nº 312/2025, oriundo do Deputado Estadual Robinson Almeida, para a
realização do projeto de aquisição de equipamentos para a implantação de uma Unidade Produtiva de Corte e Costura.";"3410100022500004223";"2025.3.34.34101.430.5558.500112.5"
"1110100382300000062";"11101.0038.23.0000006-2";"LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA";"24/01/2023 00:00:00";"126000,00";"Sim";"";"SEI 011.5614.2022.0094155-43, AQUISICAO DE UNIDADES DE DESKTOPS, CONTRATO 179/2022. nf 6299";"1110100382200009477";"2022.3.11.11101.306.7744.500009.5"
"1960100032400007710";"19601.0003.24.0000771-0";"TOYOTA DO BRASIL LTDA";"01/02/2024 00:00:00";"538000,00";"Sim";"";"Aquisição de VEICULO, (Ambulância Tipo A), afm 541/2023, NF's 179685 / 179675 / 179318 / 179673 / 179670 / 179321 e outras. proc. 019.4975.2023.0106241-82";"1960100032300063531";"2023.3.19.19601.313.1099.500066.5"
"1960100032400022868";"19601.0003.24.0002286-8";"TOYOTA DO BRASIL LTDA";"05/03/2024 00:00:00";"159000,00";"Sim";"";"Despesa com aquisição de VEICULO, de Serviço Essencial de Saúde, conforme AFM nº 653/2023, processo 019.4975.2023.0118150-
62, NF 185436, 185425, 185437, 185438 e outras.";"1960100032300082501";"2023.3.19.19601.313.1099.500066.5"
"1960100032300139558";"19601.0003.23.0013955-8";"TOYOTA DO BRASIL LTDA";"08/11/2023 00:00:00";"538000,00";"Sim";"";"aquisição de VEICULO (ambulância), AFM nº 414/2023, NF's 164304,164305,164308,164309,164310,164311,164312,164313 e outras, processo 019.4975.2023.0091481-01";"1960100032300047013";"2023.3.19.19601.313.1099.500066.5"
"1160100012400003189";"11601.0001.24.0000318-9";"Secretaria da Educação";"28/08/2024 00:00:00";"50000,00";"Sim";"";"Recursos para a realização de Ações Socioeducacionais e Culturais - DEP CAFÚ BARRETO.
Processo:011.5560.2024.0071295-51";"1160100012400004000";"2024.3.11.11601.422.6594.500121.5"
"1160100012400002239";"11601.0001.24.0000223-9";"Secretaria da Educação";"22/07/2024 00:00:00";"29270,00";"Sim";"";"Pagto. ref. a Repasse Projeto de Linguagens Artísticas e Atividades Culturais na Educação Básica - Colégio Estadual Professora Adjaci Martins
Durans - Tempo Integral, no município de Varzea Nova, Proc. SEI n° 011.5560.2024.0048750-14.";"1160100012400002652";"2024.3.11.11601.422.6594.500121.5"
"1160100012400006293";"11601.0001.24.0000629-3";"Secretaria da Educação";"22/11/2024 00:00:00";"40000,00";"Sim";"";"Repasse para realização do projeto de linguagens artísticas e atividades culturais na educação básica, para atender o Colégio Estadual de Tempo Integral Leila Janaina Brito Gonçalves, no município de Presidente Dutra. Processo SEI 011.8297.2024.0097283-01";"1160100012400007808";"2024.3.11.11601.422.6594.500121.5"
"1160100012400002654";"11601.0001.24.0000265-4";"Secretaria da Educação";"14/08/2024 00:00:00";"20000,00";"Sim";"";"Pagto. ref. a Descentralização de Recursos para atendimento da realização de Ações Socioeducacionais e Culturais, contemplada por Emenda Parlamentar - Deputado Cafú Barreto - Colégio Estadual Idalina da Silva Dourado, município de João Dourado - NTE 01, Proc. SEI n° 011.5560.2024.0067063-25.";"1160100012400003314";"2024.3.11.11601.422.6594.500121.5"
"1160100012400002212";"11601.0001.24.0000221-2";"Secretaria da Educação";"22/07/2024 00:00:00";"50000,00";"Sim";"";"Realização do Projeto de Linguagens Artísticas e Atividades Culturais na Educação Básica - Emenda Parlamentar-Dep. Cafú Barreto, SEI: 011.5560.2024.0060017-12";"1160100012400002660";"2024.3.11.11601.422.6594.500121.5"
"1160100012400003707";"11601.0001.24.0000370-7";"Secretaria da Educação";"11/09/2024 00:00:00";"20000,00";"Sim";"";"proc sei n° 011.5560.2024.0071288-21. Recurso para Emenda Parlamentar - Dep Cafú Barreto.";"1160100012400004388";"2024.3.11.11601.422.6594.500121.5"
"1160100012400003081";"11601.0001.24.0000308-1";"Secretaria da Educação";"28/08/2024 00:00:00";"40000,00";"Sim";"";"Recurso para Emenda Parlamentar - Dep Cafu Barreto.
Processo:011.5560.2024.0071266-16";"1160100012400003837";"2024.3.11.11601.422.6594.500121.5"
"1160100012400003685";"11601.0001.24.0000368-5";"Secretaria da Educação";"11/09/2024 00:00:00";"50000,00";"Sim";"";"Recurso para Emenda Parlamentar - Dep Cafú Barreto, processo SEI 011.5560.2024.0073731-17.";"1160100012400004371";"2024.3.11.11601.422.6594.500121.5"
"1160100012400003715";"11601.0001.24.0000371-5";"Secretaria da Educação";"11/09/2024 00:00:00";"20000,00";"Sim";"";"Descentralização de recurso para ações socioeducacionais e culturais, Colégio Estadual Maria Quitéria - NTE 01 - via Emenda
Parlamentar Dep. Cafú Barreto. = SEI 011.5560.2024.0075614-61";"1160100012400004620";"2024.3.11.11601.422.6594.500121.5"
"1160100012400002220";"11601.0001.24.0000222-0";"Secretaria da Educação";"22/07/2024 00:00:00";"50000,00";"Sim";"";"PROC SEI N° 011.5560.2024.0055809-30.Repasse para Ações socioeducacionais e culturais no Col Est de Tempo Integral do Campo de Mirorós - Emenda nº65/2024, Dep Cafu Barreto.";"1160100012400002644";"2024.3.11.11601.422.6594.500121.5"
"1160100012400001321";"11601.0001.24.0000132-1";"Secretaria da Educação";"07/06/2024 00:00:00";"50000,00";"Sim";"";"Repasse para realizações de ações socioeducacionais e culturais por Emenda Parlamentar - Colégio Estadual do Campo de Ibititá.";"1160100012400001737";"2024.3.11.11601.422.6594.500121.5"
"1160100012400002859";"11601.0001.24.0000285-9";"Secretaria da Educação";"19/08/2024 00:00:00";"40000,00";"Sim";"";"Descentralização de recursos para realizações do Projeto de Linguagens Artísticas e Atividades Culturais na Educação Básica,
proveniente de Emenda Parlamentar Deputado Cafú Barreto - Colégio Democrático Estadual Castro Alves - NTE 01
 = SEI 011.5560.2024.0068738-17";"1160100012400003561";"2024.3.11.11601.422.6594.500121.5"
"1160100012400002735";"11601.0001.24.0000273-5";"Secretaria da Educação";"19/08/2024 00:00:00";"40000,00";"Sim";"";"Repasse para realização do Projeto de Linguagens Artísticas e Atividades Culturais na Educação Básica, para atender o Colégio Estadual
de Tempo Integral José de Souza Machado no município de Central.
 = SEI 011.5560.2024.0067048-96";"1160100012400003543";"2024.3.11.11601.422.6594.500121.5"
"1160100012400006331";"11601.0001.24.0000633-1";"Secretaria da Educação";"22/11/2024 00:00:00";"50000,00";"Sim";"";"Descentralização de Recursos em atendimento a realização de ações socio educacionais e culturais contemplada pelo Of.159/2024 conforme alteração da Emenda Parlamentar através do Processo SEI n° 011.5536.2024.0065818-45 com fito nos estudantes do Colégio Estadual de Tempo Integral de Barra, município de Barra/BA - NTE 02. Processo SEI 011.8297.2024.0098926-15";"1160100012400007891";"2024.3.11.11601.422.6594.500121.5"
"1160100012400003693";"11601.0001.24.0000369-3";"Secretaria da Educação";"11/09/2024 00:00:00";"40000,00";"Sim";"";"repasse p realização do projeto de linguagem artisticas atividades culturais na educação básica,p atender o Colégio Estadual de Mulungu do Morro.
Municipio Mulungu do Morro.
Processo:011.5560.2024.0075593-00";"1160100012400004574";"2024.3.11.11601.422.6594.500121.5"
"1160100012400003901";"11601.0001.24.0000390-1";"Secretaria da Educação";"18/09/2024 00:00:00";"50000,00";"Sim";"";"Recurso para Emenda Parlamentar - Dep Cafu Barreto. = SEI 011.5560.2024.0075798-31";"1160100012400004833";"2024.3.11.11601.422.6594.500121.5"
"1160100012400004940";"11601.0001.24.0000494-0";"Secretaria da Educação";"16/10/2024 00:00:00";"37500,00";"Sim";"";"Recurso para Emenda Parlamentar - Dep Cafú Barreto, SEI: 011.8297.2024.0082510-12";"1160100012400006331";"2024.3.11.11601.422.6594.500121.5"
"1160100012400001720";"11601.0001.24.0000172-0";"Secretaria da Educação";"26/06/2024 00:00:00";"30000,00";"Sim";"";"Repasse para Projeto de Linguagens Artísticas e Atividades Culturais na Educação Básica, para atender o Colégio Estadual de Tempo Integral Professor Etevaldo Martiniano da Rocha, no município de Jussara. Processo SEI 011.5560.2024.0046565-68";"1160100012400002121";"2024.3.11.11601.422.6594.500121.5"
"1840100012100056068";"18401.0001.21.0005606-8";"YANMAR SOUTH AMÉRICA INDÚSTRIA DE MÁQUINAS LTDA";"05/10/2021 00:00:00";"62325,58";"Sim";"";"PGT PARCIAL REF AQUISIÇÃO 1 TRATOR AGRICOLA NO TERRITÓRIO 55 NF 000.135.97 CT 69/2021. SEI 9704-43";"1840100012100046613";"2021.3.18.18401.304.1399.500089.5"
"1840100012100056076";"18401.0001.21.0005607-6";"YANMAR SOUTH AMÉRICA INDÚSTRIA DE MÁQUINAS LTDA";"05/10/2021 00:00:00";"53837,21";"Sim";"";"PGT PARCIAL REF AQUISIÇÃO 1 TRATOR AGRICOLA NO TERRITÓRIO 71 NF 000.135.97 CT 69/2021. SEI 9702-81";"1840100012100046605";"2021.3.18.18401.304.1399.500089.5"
"1840100012100056084";"18401.0001.21.0005608-4";"YANMAR SOUTH AMÉRICA INDÚSTRIA DE MÁQUINAS LTDA";"05/10/2021 00:00:00";"116162,79";"Sim";"";"PGT REF AQUISIÇÃO 1 TRATOR AGRICOLA NO TERRITÓRIO 71 NF 000.135.96 CT 69/2021. SEI 9718-49";"1840100012100046621";"2021.3.18.18401.304.1399.500089.5"
"1840100012100079947";"18401.0001.21.0007994-7";"MODULO TRATORES E IMPLEMENTOS LTDA";"07/12/2021 00:00:00";"17674,42";"Sim";"";"PGT PARCIAL REF AQUISIÇÃO IMPLEMENTOS AGRICOLAS TERRITÓRIO 55 NF 48956 CT 115/2021 SEI 0011794-13";"1840100012100060853";"2021.3.18.18401.304.1399.500089.5"
"1840100012100079939";"18401.0001.21.0007993-9";"MODULO TRATORES E IMPLEMENTOS LTDA";"07/12/2021 00:00:00";"24300,00";"Sim";"";"PGT PARCIAL REF AQUISIÇÃO IMPLEMENTOS AGRICOLAS TERRITÓRIO 56 NF 48956 CT 115/2021 SEI 0011796-77";"1840100012100060845";"2021.3.18.18401.304.1399.500089.5"
"2130100012200043246";"21301.0001.22.0004324-6";"GGS INDUSTRIA, COMERCIO E SERVIÇOS LTDA";"08/09/2022 00:00:00";"308300,00";"Sim";"";"Pagamento referente a AFM nº 21.600.00189/2022 tendo como objeto à aquisição de kits esportivos, processo:069.1469.2022.0003727-89.";"2130100012200016156";"2022.3.21.21301.314.4565.500051.5"
